Date - MST,AIL,Gas Price,Price,Spark Spread
7/9/2024 2:00:00 PM,11722,1.4,749.86,739.36
7/9/2024 6:00:00 PM,11747,1.4,371.29,360.79
7/9/2024 3:00:00 PM,11782,1.4,714.99,704.49
7/9/2024 5:00:00 PM,11794,1.4,570.51,560.01
7/9/2024 4:00:00 PM,11820,1.4,595.97,585.47
5/8/2024 9:00:00 PM,9221,1.415,65.41,54.7975
5/8/2024 8:00:00 PM,9285,1.415,72.88,62.2675
5/8/2024 7:00:00 PM,9299,1.415,112.15,101.5375
5/8/2024 6:00:00 PM,9393,1.415,78.91,68.2975
5/8/2024 5:00:00 PM,9520,1.415,62.08,51.4675
5/8/2024 6:00:00 AM,9653,1.415,15.14,4.5275
5/8/2024 4:00:00 PM,9669,1.415,30.53,19.9175
5/8/2024 3:00:00 PM,9717,1.415,21.67,11.0575
5/8/2024 2:00:00 PM,9733,1.415,16.42,5.8075
5/8/2024 1:00:00 PM,9737,1.415,43.1,32.4875
5/8/2024 7:00:00 AM,9743,1.415,18.54,7.9275
5/8/2024 12:00:00 PM,9763,1.415,25.05,14.4375
5/8/2024 11:00:00 AM,9814,1.415,19.81,9.1975
5/8/2024 8:00:00 AM,9816,1.415,19.44,8.8275
5/8/2024 10:00:00 AM,9852,1.415,15.47,4.8575
5/8/2024 9:00:00 AM,9892,1.415,16.72,6.1075
5/11/2024 6:00:00 AM,8766,1.42,0,-10.65
5/11/2024 7:00:00 AM,8946,1.42,9.14,-1.51
5/11/2024 8:00:00 AM,9065,1.42,20.07,9.42
5/11/2024 9:00:00 AM,9153,1.42,19.99,9.34
5/11/2024 7:00:00 PM,9181,1.42,34.53,23.88
5/11/2024 11:00:00 AM,9210,1.42,22.98,12.33
5/11/2024 12:00:00 PM,9214,1.42,22.53,11.88
5/11/2024 9:00:00 PM,9219,1.42,24.78,14.13
5/11/2024 6:00:00 PM,9222,1.42,34.23,23.58
5/11/2024 10:00:00 AM,9234,1.42,19.05,8.4
5/11/2024 1:00:00 PM,9237,1.42,19.73,9.08
5/11/2024 2:00:00 PM,9257,1.42,19.25,8.6
5/11/2024 8:00:00 PM,9306,1.42,31.06,20.41
5/11/2024 5:00:00 PM,9345,1.42,31.11,20.46
5/11/2024 3:00:00 PM,9366,1.42,20.58,9.93
5/11/2024 4:00:00 PM,9417,1.42,25.23,14.58
10/22/2024 9:00:00 PM,10019,1.42,22.8,12.15
10/22/2024 10:00:00 AM,10257,1.42,27.04,16.39
10/22/2024 9:00:00 AM,10264,1.42,46.33,35.68
10/22/2024 1:00:00 PM,10274,1.42,22.1,11.45
10/22/2024 11:00:00 AM,10292,1.42,26.16,15.51
10/22/2024 8:00:00 PM,10294,1.42,21.81,11.16
10/22/2024 12:00:00 PM,10297,1.42,24.58,13.93
10/22/2024 8:00:00 AM,10302,1.42,479.08,468.43
10/22/2024 2:00:00 PM,10356,1.42,17.84,7.19
10/22/2024 7:00:00 AM,10363,1.42,784.62,773.97
10/22/2024 6:00:00 AM,10388,1.42,999.96,989.31
10/22/2024 7:00:00 PM,10423,1.42,22.96,12.31
10/22/2024 3:00:00 PM,10488,1.42,18.47,7.82
10/22/2024 4:00:00 PM,10536,1.42,34.78,24.13
10/22/2024 6:00:00 PM,10544,1.42,30.88,20.23
10/22/2024 5:00:00 PM,10553,1.42,38.1,27.45
5/6/2024 9:00:00 PM,9425,1.43,23.97,13.245
5/6/2024 6:00:00 AM,9472,1.43,35.13,24.405
5/7/2024 9:00:00 PM,9528,1.43,20.76,10.035
10/7/2024 9:00:00 PM,9589,1.43,23.19,12.465
5/7/2024 6:00:00 AM,9668,1.43,21.14,10.415
5/6/2024 7:00:00 AM,9690,1.43,34.59,23.865
5/6/2024 8:00:00 PM,9729,1.43,23.72,12.995
5/6/2024 7:00:00 PM,9766,1.43,23.57,12.845
5/7/2024 8:00:00 PM,9778,1.43,21.61,10.885
5/7/2024 7:00:00 AM,9788,1.43,19.54,8.815
5/6/2024 1:00:00 PM,9801,1.43,33.89,23.165
5/7/2024 6:00:00 PM,9804,1.43,22.43,11.705
5/7/2024 7:00:00 PM,9813,1.43,22.79,12.065
5/6/2024 8:00:00 AM,9817,1.43,33.38,22.655
5/7/2024 5:00:00 PM,9844,1.43,24.42,13.695
10/7/2024 8:00:00 PM,9859,1.43,25.05,14.325
5/6/2024 12:00:00 PM,9865,1.43,25.23,14.505
5/6/2024 6:00:00 PM,9880,1.43,23.35,12.625
5/6/2024 2:00:00 PM,9890,1.43,35.8,25.075
5/6/2024 5:00:00 PM,9891,1.43,25.56,14.835
5/7/2024 8:00:00 AM,9901,1.43,17.7,6.975
5/6/2024 11:00:00 AM,9910,1.43,18.23,7.505
5/7/2024 9:00:00 AM,9947,1.43,20.65,9.925
5/7/2024 11:00:00 AM,9951,1.43,26.15,15.425
10/7/2024 6:00:00 AM,9969,1.43,34.28,23.555
5/6/2024 9:00:00 AM,9989,1.43,19.63,8.905
5/7/2024 1:00:00 PM,9995,1.43,26.05,15.325
5/7/2024 10:00:00 AM,9996,1.43,22.16,11.435
5/7/2024 2:00:00 PM,9996,1.43,24.32,13.595
5/7/2024 4:00:00 PM,10006,1.43,73.02,62.295
5/7/2024 12:00:00 PM,10007,1.43,23.06,12.335
5/6/2024 3:00:00 PM,10011,1.43,35.62,24.895
5/7/2024 3:00:00 PM,10029,1.43,26.1,15.375
5/6/2024 10:00:00 AM,10037,1.43,18.98,8.255
5/6/2024 4:00:00 PM,10044,1.43,31.39,20.665
10/7/2024 7:00:00 AM,10049,1.43,27.46,16.735
10/7/2024 8:00:00 AM,10053,1.43,21.72,10.995
10/7/2024 9:00:00 AM,10079,1.43,19.19,8.465
10/7/2024 7:00:00 PM,10092,1.43,27.89,17.165
10/7/2024 5:00:00 PM,10100,1.43,205.49,194.765
10/7/2024 10:00:00 AM,10107,1.43,23.42,12.695
10/7/2024 6:00:00 PM,10118,1.43,73.19,62.465
10/7/2024 11:00:00 AM,10128,1.43,22.3,11.575
10/7/2024 12:00:00 PM,10174,1.43,21.3,10.575
10/7/2024 1:00:00 PM,10247,1.43,19.75,9.025
10/7/2024 4:00:00 PM,10253,1.43,178.11,167.385
10/7/2024 3:00:00 PM,10294,1.43,22.45,11.725
10/7/2024 2:00:00 PM,10314,1.43,19.43,8.705
10/5/2023 9:00:00 PM,9331,1.45,165.84,154.965
10/5/2023 6:00:00 AM,9593,1.45,135.78,124.905
10/5/2023 8:00:00 PM,9673,1.45,44.17,33.295
10/5/2023 7:00:00 AM,9752,1.45,51.42,40.545
10/5/2023 5:00:00 PM,9768,1.45,27.11,16.235
10/5/2023 2:00:00 PM,9806,1.45,29.09,18.215
10/5/2023 4:00:00 PM,9809,1.45,23.98,13.105
10/5/2023 11:00:00 AM,9813,1.45,49.84,38.965
10/5/2023 3:00:00 PM,9827,1.45,24.56,13.685
10/5/2023 10:00:00 AM,9831,1.45,98.08,87.205
10/5/2023 1:00:00 PM,9841,1.45,34.98,24.105
10/5/2023 12:00:00 PM,9853,1.45,44.58,33.705
10/5/2023 8:00:00 AM,9886,1.45,61.37,50.495
10/5/2023 9:00:00 AM,9898,1.45,53.31,42.435
10/5/2023 7:00:00 PM,9902,1.45,31.01,20.135
10/5/2023 6:00:00 PM,9916,1.45,29.46,18.585
7/8/2024 6:00:00 AM,9909,1.5,23.5,12.25
7/8/2024 7:00:00 AM,10305,1.5,25.93,14.68
7/8/2024 9:00:00 PM,10590,1.5,630.91,619.66
7/8/2024 8:00:00 AM,10623,1.5,149.55,138.3
7/8/2024 9:00:00 AM,10831,1.5,238.54,227.29
7/8/2024 8:00:00 PM,10842,1.5,942.8,931.55
7/8/2024 10:00:00 AM,11051,1.5,404.29,393.04
7/8/2024 7:00:00 PM,11101,1.5,999.99,988.74
7/8/2024 11:00:00 AM,11241,1.5,226.89,215.64
7/8/2024 6:00:00 PM,11292,1.5,849.21,837.96
7/8/2024 12:00:00 PM,11388,1.5,291.02,279.77
7/8/2024 5:00:00 PM,11436,1.5,730.45,719.2
7/8/2024 1:00:00 PM,11477,1.5,412.27,401.02
7/8/2024 2:00:00 PM,11490,1.5,277.58,266.33
7/8/2024 3:00:00 PM,11578,1.5,299.27,288.02
7/8/2024 4:00:00 PM,11599,1.5,432.93,421.68
10/14/2024 6:00:00 AM,9217,1.6,25.77,13.77
10/14/2024 7:00:00 AM,9352,1.6,26.9,14.9
10/14/2024 9:00:00 PM,9384,1.6,22.85,10.85
10/14/2024 8:00:00 AM,9575,1.6,25.65,13.65
10/14/2024 9:00:00 AM,9736,1.6,25.65,13.65
10/14/2024 8:00:00 PM,9738,1.6,24.07,12.07
10/11/2024 9:00:00 PM,9755,1.6,82.69,70.69
10/11/2024 8:00:00 PM,9925,1.6,73.45,61.45
10/14/2024 10:00:00 AM,9933,1.6,22.46,10.46
10/11/2024 4:00:00 PM,9947,1.6,48.99,36.99
10/14/2024 7:00:00 PM,9956,1.6,24.43,12.43
10/11/2024 3:00:00 PM,9958,1.6,107.45,95.45
10/11/2024 5:00:00 PM,9988,1.6,38.12,26.12
10/14/2024 5:00:00 PM,9995,1.6,22.36,10.36
10/14/2024 12:00:00 PM,10001,1.6,24.8,12.8
10/11/2024 2:00:00 PM,10011,1.6,39.83,27.83
10/14/2024 1:00:00 PM,10025,1.6,24.27,12.27
10/14/2024 11:00:00 AM,10027,1.6,23.41,11.41
10/11/2024 7:00:00 PM,10042,1.6,42.85,30.85
10/14/2024 2:00:00 PM,10050,1.6,27.42,15.42
10/11/2024 6:00:00 AM,10052,1.6,23.68,11.68
10/11/2024 1:00:00 PM,10055,1.6,26.11,14.11
10/14/2024 6:00:00 PM,10056,1.6,22.72,10.72
10/11/2024 6:00:00 PM,10080,1.6,38.72,26.72
10/14/2024 4:00:00 PM,10090,1.6,32.63,20.63
10/14/2024 3:00:00 PM,10127,1.6,26.98,14.98
10/11/2024 12:00:00 PM,10144,1.6,24.41,12.41
10/11/2024 7:00:00 AM,10224,1.6,18.82,6.82
10/11/2024 11:00:00 AM,10246,1.6,21.35,9.35
10/11/2024 8:00:00 AM,10255,1.6,22.78,10.78
10/11/2024 10:00:00 AM,10284,1.6,23.17,11.17
10/11/2024 9:00:00 AM,10297,1.6,21.3,9.3
7/10/2024 6:00:00 AM,10432,1.6,11.52,-0.48
7/10/2024 7:00:00 AM,10831,1.6,10.02,-1.98
7/10/2024 9:00:00 PM,11141,1.6,68.66,56.66
7/10/2024 8:00:00 AM,11201,1.6,14.8,2.8
7/10/2024 8:00:00 PM,11333,1.6,238.56,226.56
7/10/2024 9:00:00 AM,11545,1.6,23.58,11.58
7/10/2024 7:00:00 PM,11603,1.6,739.75,727.75
7/10/2024 11:00:00 AM,11794,1.6,26.5,14.5
7/10/2024 6:00:00 PM,11805,1.6,999.99,987.99
7/10/2024 10:00:00 AM,11837,1.6,27.21,15.21
7/10/2024 12:00:00 PM,11903,1.6,53.6,41.6
7/10/2024 5:00:00 PM,11932,1.6,681.11,669.11
7/10/2024 1:00:00 PM,12043,1.6,238.8,226.8
7/10/2024 2:00:00 PM,12043,1.6,507.08,495.08
7/10/2024 4:00:00 PM,12076,1.6,457.22,445.22
7/10/2024 3:00:00 PM,12122,1.6,630.7,618.7
10/21/2023 6:00:00 AM,9291,1.66,35.36,22.91
10/21/2023 9:00:00 PM,9395,1.66,40.51,28.06
10/21/2023 2:00:00 PM,9432,1.66,42.72,30.27
10/21/2023 7:00:00 AM,9471,1.66,33.17,20.72
10/21/2023 1:00:00 PM,9494,1.66,42.58,30.13
10/21/2023 3:00:00 PM,9529,1.66,67.46,55.01
10/21/2023 8:00:00 PM,9571,1.66,45.08,32.63
10/21/2023 4:00:00 PM,9608,1.66,93.3,80.85
10/21/2023 12:00:00 PM,9618,1.66,43.06,30.61
10/21/2023 8:00:00 AM,9641,1.66,30.73,18.28
10/21/2023 11:00:00 AM,9691,1.66,44.55,32.1
10/21/2023 5:00:00 PM,9696,1.66,53.79,41.34
10/21/2023 7:00:00 PM,9713,1.66,48.52,36.07
10/21/2023 9:00:00 AM,9755,1.66,42.45,30
10/21/2023 10:00:00 AM,9759,1.66,43.25,30.8
10/21/2023 6:00:00 PM,9776,1.66,50.84,38.39
10/13/2024 6:00:00 AM,9530,1.68,7.7,-4.9
10/13/2024 9:00:00 PM,9545,1.68,19.66,7.06
10/13/2024 7:00:00 AM,9612,1.68,11.31,-1.29
10/13/2024 8:00:00 PM,9751,1.68,19.68,7.08
10/13/2024 5:00:00 PM,9785,1.68,19.66,7.06
10/13/2024 4:00:00 PM,9828,1.68,19.55,6.95
10/13/2024 8:00:00 AM,9846,1.68,3.73,-8.87
10/13/2024 1:00:00 PM,9861,1.68,6.18,-6.42
10/13/2024 12:00:00 PM,9871,1.68,0,-12.6
10/13/2024 11:00:00 AM,9873,1.68,0,-12.6
10/13/2024 7:00:00 PM,9883,1.68,19.47,6.87
10/13/2024 2:00:00 PM,9894,1.68,19.37,6.77
10/13/2024 6:00:00 PM,9896,1.68,19.3,6.7
10/13/2024 10:00:00 AM,9904,1.68,0,-12.6
10/13/2024 9:00:00 AM,9905,1.68,0,-12.6
10/13/2024 3:00:00 PM,9949,1.68,20.1,7.5
10/10/2024 9:00:00 PM,9522,1.71,83.4,70.575
10/10/2024 8:00:00 PM,9762,1.71,74.59,61.765
10/10/2024 5:00:00 PM,9882,1.71,391.19,378.365
10/10/2024 7:00:00 PM,9936,1.71,145.25,132.425
10/10/2024 6:00:00 PM,9999,1.71,149.38,136.555
10/10/2024 4:00:00 PM,10053,1.71,299.2,286.375
10/10/2024 11:00:00 AM,10083,1.71,43.25,30.425
10/10/2024 2:00:00 PM,10107,1.71,26.24,13.415
10/10/2024 12:00:00 PM,10116,1.71,27.96,15.135
10/10/2024 1:00:00 PM,10124,1.71,26.8,13.975
10/10/2024 6:00:00 AM,10128,1.71,44.47,31.645
10/10/2024 3:00:00 PM,10129,1.71,66.44,53.615
10/10/2024 8:00:00 AM,10132,1.71,65.11,52.285
10/10/2024 7:00:00 AM,10147,1.71,120.94,108.115
10/10/2024 10:00:00 AM,10151,1.71,107.33,94.505
10/10/2024 9:00:00 AM,10173,1.71,65.55,52.725
10/9/2024 9:00:00 PM,9711,1.74,33.94,20.89
10/9/2024 6:00:00 AM,9831,1.74,337.22,324.17
10/9/2024 7:00:00 AM,9842,1.74,487.23,474.18
10/9/2024 8:00:00 AM,9871,1.74,172.22,159.17
10/9/2024 8:00:00 PM,9921,1.74,35.86,22.81
10/9/2024 11:00:00 AM,9935,1.74,38.03,24.98
10/9/2024 5:00:00 PM,9938,1.74,144.39,131.34
10/9/2024 9:00:00 AM,9940,1.74,76.47,63.42
10/9/2024 12:00:00 PM,9946,1.74,65.1,52.05
10/9/2024 10:00:00 AM,9948,1.74,43.91,30.86
10/9/2024 1:00:00 PM,9978,1.74,27.66,14.61
10/9/2024 4:00:00 PM,9987,1.74,347.09,334.04
10/9/2024 2:00:00 PM,9999,1.74,36.89,23.84
10/9/2024 6:00:00 PM,10010,1.74,236.32,223.27
10/9/2024 7:00:00 PM,10028,1.74,39.93,26.88
10/9/2024 3:00:00 PM,10056,1.74,33.3,20.25
10/8/2024 9:00:00 PM,9685,1.77,5.44,-7.835
10/8/2024 6:00:00 AM,9863,1.77,29.08,15.805
10/8/2024 7:00:00 AM,9912,1.77,27.7,14.425
10/8/2024 9:00:00 AM,9977,1.77,22.22,8.945
10/8/2024 8:00:00 PM,9989,1.77,3.09,-10.185
10/8/2024 8:00:00 AM,10023,1.77,23.24,9.965
10/8/2024 10:00:00 AM,10081,1.77,26.66,13.385
10/8/2024 5:00:00 PM,10099,1.77,14.24,0.965
10/8/2024 7:00:00 PM,10111,1.77,7.68,-5.595
10/8/2024 2:00:00 PM,10118,1.77,3.79,-9.485
10/8/2024 1:00:00 PM,10125,1.77,10.44,-2.835
10/8/2024 3:00:00 PM,10158,1.77,4.38,-8.895
10/8/2024 6:00:00 PM,10159,1.77,14.57,1.295
10/8/2024 4:00:00 PM,10161,1.77,14.9,1.625
10/8/2024 12:00:00 PM,10194,1.77,20.46,7.185
10/8/2024 11:00:00 AM,10195,1.77,27.09,13.815
10/16/2023 9:00:00 PM,9455,1.8,20.66,7.16
10/16/2023 6:00:00 AM,9601,1.8,364.02,350.52
10/16/2023 8:00:00 PM,9731,1.8,24.86,11.36
10/16/2023 2:00:00 PM,9735,1.8,301.8,288.3
10/16/2023 7:00:00 AM,9737,1.8,96.76,83.26
10/16/2023 1:00:00 PM,9750,1.8,305.71,292.21
10/16/2023 3:00:00 PM,9785,1.8,105.6,92.1
10/16/2023 12:00:00 PM,9801,1.8,169.12,155.62
10/16/2023 11:00:00 AM,9819,1.8,205.42,191.92
10/16/2023 10:00:00 AM,9859,1.8,154.94,141.44
10/16/2023 7:00:00 PM,9889,1.8,18.79,5.29
10/16/2023 5:00:00 PM,9896,1.8,28.15,14.65
10/16/2023 4:00:00 PM,9896,1.8,37.17,23.67
10/16/2023 8:00:00 AM,9898,1.8,36.93,23.43
10/16/2023 6:00:00 PM,9955,1.8,26.53,13.03
10/16/2023 9:00:00 AM,9964,1.8,49.06,35.56
10/12/2024 6:00:00 AM,9526,1.85,112.21,98.335
10/12/2024 7:00:00 AM,9600,1.85,165.84,151.965
10/12/2024 9:00:00 PM,9620,1.85,32.45,18.575
10/12/2024 11:00:00 AM,9703,1.85,69.64,55.765
10/12/2024 5:00:00 PM,9717,1.85,148.18,134.305
10/12/2024 1:00:00 PM,9740,1.85,38.06,24.185
10/12/2024 8:00:00 AM,9745,1.85,69.1,55.225
10/12/2024 2:00:00 PM,9752,1.85,39.07,25.195
10/12/2024 12:00:00 PM,9758,1.85,42.94,29.065
10/12/2024 10:00:00 AM,9765,1.85,76.47,62.595
10/12/2024 8:00:00 PM,9775,1.85,40.32,26.445
10/12/2024 3:00:00 PM,9779,1.85,80.79,66.915
10/12/2024 4:00:00 PM,9789,1.85,115.18,101.305
10/12/2024 9:00:00 AM,9833,1.85,59.67,45.795
10/12/2024 7:00:00 PM,9854,1.85,138.85,124.975
10/12/2024 6:00:00 PM,9887,1.85,90.08,76.205
5/21/2023 6:00:00 AM,8199,1.88,11.3,-2.8
5/21/2023 7:00:00 AM,8461,1.88,17.95,3.85
5/21/2023 8:00:00 AM,8704,1.88,24.26,10.16
5/21/2023 9:00:00 AM,8930,1.88,32.59,18.49
5/21/2023 10:00:00 AM,9088,1.88,33.25,19.15
5/21/2023 9:00:00 PM,9155,1.88,39.68,25.58
5/21/2023 11:00:00 AM,9277,1.88,35.59,21.49
5/21/2023 8:00:00 PM,9303,1.88,56.86,42.76
5/21/2023 12:00:00 PM,9416,1.88,38.9,24.8
5/21/2023 7:00:00 PM,9445,1.88,111.53,97.43
5/21/2023 1:00:00 PM,9497,1.88,34.35,20.25
5/21/2023 2:00:00 PM,9564,1.88,38.82,24.72
5/21/2023 6:00:00 PM,9598,1.88,164.66,150.56
5/21/2023 3:00:00 PM,9652,1.88,45.13,31.03
5/21/2023 5:00:00 PM,9684,1.88,56.59,42.49
5/21/2023 4:00:00 PM,9726,1.88,56.53,42.43
5/29/2023 6:00:00 AM,8873,1.895,53.41,39.1975
5/29/2023 7:00:00 AM,9220,1.895,51.81,37.5975
5/29/2023 9:00:00 PM,9267,1.895,35.2,20.9875
5/29/2023 8:00:00 AM,9424,1.895,52.84,38.6275
5/29/2023 8:00:00 PM,9456,1.895,44.43,30.2175
5/29/2023 9:00:00 AM,9580,1.895,145.34,131.1275
5/29/2023 7:00:00 PM,9658,1.895,74.3,60.0875
5/29/2023 10:00:00 AM,9726,1.895,108.67,94.4575
5/29/2023 11:00:00 AM,9807,1.895,125.17,110.9575
5/29/2023 6:00:00 PM,9808,1.895,77.26,63.0475
5/29/2023 12:00:00 PM,9931,1.895,247.08,232.8675
5/29/2023 2:00:00 PM,9939,1.895,501.16,486.9475
5/29/2023 1:00:00 PM,9943,1.895,200.88,186.6675
5/29/2023 5:00:00 PM,9950,1.895,79.06,64.8475
5/29/2023 3:00:00 PM,10066,1.895,63.45,49.2375
5/29/2023 4:00:00 PM,10126,1.895,49.54,35.3275
5/4/2023 6:00:00 AM,9220,1.9,45.36,31.11
5/4/2023 9:00:00 PM,9371,1.9,43.12,28.87
5/4/2023 7:00:00 AM,9505,1.9,46.49,32.24
5/4/2023 8:00:00 PM,9677,1.9,45.23,30.98
5/4/2023 8:00:00 AM,9684,1.9,47.3,33.05
5/4/2023 7:00:00 PM,9769,1.9,65.87,51.62
5/4/2023 9:00:00 AM,9883,1.9,49.96,35.71
5/4/2023 6:00:00 PM,9956,1.9,46.55,32.3
5/4/2023 10:00:00 AM,10014,1.9,48.41,34.16
5/4/2023 11:00:00 AM,10037,1.9,45.48,31.23
5/4/2023 5:00:00 PM,10039,1.9,43.07,28.82
5/4/2023 12:00:00 PM,10084,1.9,44.88,30.63
5/4/2023 1:00:00 PM,10131,1.9,44.83,30.58
5/4/2023 4:00:00 PM,10201,1.9,46.07,31.82
5/4/2023 3:00:00 PM,10202,1.9,46.64,32.39
5/4/2023 2:00:00 PM,10216,1.9,50.17,35.92
5/3/2023 6:00:00 AM,9095,1.95,50.86,36.235
10/22/2023 6:00:00 AM,9141,1.95,46.46,31.835
5/3/2023 9:00:00 PM,9206,1.95,48.43,33.805
5/3/2023 8:00:00 PM,9353,1.95,154.68,140.055
10/22/2023 7:00:00 AM,9362,1.95,53.2,38.575
5/3/2023 7:00:00 PM,9399,1.95,851.53,836.905
5/3/2023 7:00:00 AM,9409,1.95,50.23,35.605
10/22/2023 9:00:00 PM,9461,1.95,56.67,42.045
5/3/2023 6:00:00 PM,9551,1.95,939.92,925.295
10/22/2023 8:00:00 AM,9570,1.95,78.24,63.615
5/3/2023 8:00:00 AM,9585,1.95,237.79,223.165
5/3/2023 9:00:00 AM,9612,1.95,179.2,164.575
5/3/2023 10:00:00 AM,9690,1.95,429.5,414.875
5/3/2023 5:00:00 PM,9710,1.95,850.6,835.975
10/22/2023 9:00:00 AM,9719,1.95,170.21,155.585
10/22/2023 8:00:00 PM,9737,1.95,57.44,42.815
10/22/2023 10:00:00 AM,9749,1.95,189.63,175.005
5/3/2023 11:00:00 AM,9759,1.95,246.69,232.065
10/22/2023 12:00:00 PM,9765,1.95,87.92,73.295
10/22/2023 1:00:00 PM,9776,1.95,131.32,116.695
10/22/2023 11:00:00 AM,9777,1.95,190.66,176.035
10/22/2023 2:00:00 PM,9790,1.95,180.33,165.705
10/22/2023 3:00:00 PM,9840,1.95,189.63,175.005
5/3/2023 12:00:00 PM,9861,1.95,497.08,482.455
10/22/2023 7:00:00 PM,9868,1.95,61.84,47.215
5/3/2023 1:00:00 PM,9911,1.95,620.71,606.085
10/22/2023 6:00:00 PM,9958,1.95,206.28,191.655
10/22/2023 4:00:00 PM,9961,1.95,250.59,235.965
5/3/2023 2:00:00 PM,9967,1.95,682.34,667.715
5/3/2023 4:00:00 PM,9971,1.95,859.46,844.835
5/3/2023 3:00:00 PM,10027,1.95,835.81,821.185
10/22/2023 5:00:00 PM,10042,1.95,241.43,226.805
5/27/2023 6:00:00 AM,8290,1.96,47.96,33.26
5/27/2023 7:00:00 AM,8560,1.96,51.96,37.26
5/27/2023 8:00:00 AM,8893,1.96,56.47,41.77
5/27/2023 9:00:00 PM,9033,1.96,53.57,38.87
5/27/2023 8:00:00 PM,9071,1.96,82.45,67.75
5/27/2023 9:00:00 AM,9141,1.96,53.7,39
5/27/2023 7:00:00 PM,9184,1.96,100.97,86.27
5/27/2023 10:00:00 AM,9306,1.96,52.88,38.18
5/27/2023 6:00:00 PM,9327,1.96,124.18,109.48
5/27/2023 11:00:00 AM,9396,1.96,50.28,35.58
5/27/2023 12:00:00 PM,9456,1.96,43.44,28.74
5/27/2023 2:00:00 PM,9461,1.96,44.74,30.04
5/27/2023 5:00:00 PM,9469,1.96,44.83,30.13
5/27/2023 1:00:00 PM,9478,1.96,43.7,29
5/27/2023 3:00:00 PM,9516,1.96,91.9,77.2
5/27/2023 4:00:00 PM,9533,1.96,54.63,39.93
5/28/2023 6:00:00 AM,8060,1.975,33.43,18.6175
5/28/2023 7:00:00 AM,8336,1.975,34.95,20.1375
5/28/2023 8:00:00 AM,8612,1.975,37.58,22.7675
5/28/2023 9:00:00 AM,8857,1.975,41.38,26.5675
5/28/2023 9:00:00 PM,8985,1.975,47.1,32.2875
5/28/2023 10:00:00 AM,9031,1.975,43.93,29.1175
5/28/2023 8:00:00 PM,9182,1.975,47.95,33.1375
5/28/2023 11:00:00 AM,9212,1.975,46.99,32.1775
5/28/2023 7:00:00 PM,9244,1.975,85.23,70.4175
5/28/2023 6:00:00 PM,9298,1.975,324.61,309.7975
5/28/2023 12:00:00 PM,9340,1.975,62.73,47.9175
5/28/2023 1:00:00 PM,9379,1.975,344.92,330.1075
5/28/2023 2:00:00 PM,9454,1.975,346.72,331.9075
5/28/2023 5:00:00 PM,9458,1.975,492.81,477.9975
5/28/2023 3:00:00 PM,9576,1.975,178.48,163.6675
5/28/2023 4:00:00 PM,9597,1.975,507.7,492.8875
5/30/2023 6:00:00 AM,8942,2.02,29.77,14.62
6/6/2023 6:00:00 AM,8993,2.02,29.63,14.48
6/6/2023 9:00:00 PM,9001,2.02,732.76,717.61
5/30/2023 9:00:00 PM,9056,2.02,43.54,28.39
6/6/2023 7:00:00 AM,9138,2.02,49.72,34.57
5/30/2023 7:00:00 AM,9193,2.02,34.87,19.72
6/6/2023 8:00:00 PM,9240,2.02,851.43,836.28
6/6/2023 8:00:00 AM,9253,2.02,230.88,215.73
5/30/2023 8:00:00 PM,9308,2.02,66.97,51.82
6/6/2023 9:00:00 AM,9370,2.02,408.99,393.84
6/6/2023 10:00:00 AM,9449,2.02,366.77,351.62
5/30/2023 8:00:00 AM,9458,2.02,39.84,24.69
6/6/2023 7:00:00 PM,9470,2.02,903.63,888.48
6/6/2023 11:00:00 AM,9481,2.02,456.47,441.32
6/6/2023 12:00:00 PM,9492,2.02,764.61,749.46
5/30/2023 7:00:00 PM,9505,2.02,143.65,128.5
6/6/2023 1:00:00 PM,9570,2.02,586.61,571.46
6/6/2023 6:00:00 PM,9593,2.02,873.8,858.65
5/30/2023 9:00:00 AM,9614,2.02,41.07,25.92
6/6/2023 2:00:00 PM,9659,2.02,736.76,721.61
5/30/2023 6:00:00 PM,9671,2.02,142.4,127.25
6/6/2023 5:00:00 PM,9680,2.02,847.16,832.01
5/30/2023 10:00:00 AM,9709,2.02,44.5,29.35
6/6/2023 4:00:00 PM,9786,2.02,825.8,810.65
6/6/2023 3:00:00 PM,9791,2.02,821.49,806.34
5/30/2023 11:00:00 AM,9800,2.02,45.55,30.4
5/30/2023 5:00:00 PM,9844,2.02,51.31,36.16
5/30/2023 12:00:00 PM,9892,2.02,48.46,33.31
5/30/2023 1:00:00 PM,9942,2.02,61.45,46.3
5/30/2023 2:00:00 PM,10038,2.02,62.3,47.15
5/30/2023 4:00:00 PM,10082,2.02,87.16,72.01
5/30/2023 3:00:00 PM,10137,2.02,68.43,53.28
10/17/2023 9:00:00 PM,9485,2.045,44.51,29.1725
10/17/2023 8:00:00 PM,9792,2.045,44.66,29.3225
10/17/2023 6:00:00 AM,9895,2.045,17.87,2.5325
10/17/2023 7:00:00 AM,9928,2.045,15.98,0.642500000
10/17/2023 2:00:00 PM,9983,2.045,14.6,-0.737500000
10/17/2023 7:00:00 PM,9993,2.045,35.96,20.6225
10/17/2023 8:00:00 AM,9996,2.045,15.94,0.602500000
10/17/2023 5:00:00 PM,10003,2.045,25,9.6625
10/17/2023 4:00:00 PM,10015,2.045,20.13,4.7925
10/17/2023 9:00:00 AM,10016,2.045,15.75,0.412500000
10/17/2023 1:00:00 PM,10016,2.045,16.13,0.7925
