Date (MST),OTHER,OTHER_ghg,WIND,WIND_ghg,GAS,GAS_ghg,HYDRO,HYDRO_ghg,SOLAR,SOLAR_ghg,ENERGY STORAGE,ENERGY STORAGE_ghg,COAL,COAL_ghg,DUAL FUEL,DUAL FUEL_ghg,Total Generation,Total_ghg,EI,Renewable Gen,Fossil Fuel Gen,Net Generation,Price,Alberta Internal Load,RE_percent,Temp (°C),Dew Point Temp (°C),Wind Spd (km/h),Hmdx
2024-10-22 00:00:00,270.437496882015,49.160767422373,310.876554477529,4.04139520820788,8471.00856434637,4116.91016227233,131.064695808474,3.14555269940337,0.100000001490116,0.00430000006407499,-1.13488886472252,-0.037451332535843,,,,,9182.35242265115,4173.22472626985,454.483179710602,442.041250287493,8741.44606122838,8740.31117236366,59.03,9498,4.8,-3.2,-3.8,10,
2024-10-22 01:00:00,272.370790574286,49.249487454052,224.186015961352,2.91441820749758,8505.5010074389,4133.67348961531,170.951877238883,4.10284505373319,0.100000001490116,0.00430000006407499,-7.99999994039536,-0.263999998033047,,,,,9165.10969127451,4189.68054033262,457.133703955702,395.237893201725,8777.87179801318,8769.87179807279,78.96,9486,4.3,-3.3,-3.8,5,
2024-10-22 02:00:00,276.250067660014,49.4145295128208,194.499734957206,2.52849655444367,8532.65246636007,4146.86909865099,167.340580373655,4.01617392896771,0.100000001490116,0.00430000006407499,-7.99999994039536,-0.263999998033047,,,,,9162.84284941204,4202.56859864926,458.6533533006,361.940315332351,8808.90253402008,8800.90253407969,80.83,9484,4,-3.6,-4,0,
2024-10-22 03:00:00,279.85129294157,49.4407914611255,126.806853653669,1.64848909749769,8580.71926614748,4170.22956334768,207.320604018387,4.97569449644129,0.0083888889642225,0.000360722225461567,-4.97988885122869,-0.164336332090547,,,,,9189.72651679884,4226.13056279288,459.875552886966,334.13584656102,8860.57055908905,8855.59067023782,81.33,9529,3.6,-5.8,-6.1,0,
2024-10-22 04:00:00,295.628061990208,49.9833727268452,61.1868853640474,0.795429509732616,8595.63162234687,4177.47696846058,298.661338608629,7.1678721266071,0.113888888888889,0.00489722222222222,0,0,,,,,9251.22179719865,4235.42854004599,457.823694306898,359.962112861565,8891.25968433708,8891.25968433708,452.91,9609,3.9,-6.8,-7.2,6,
2024-10-22 05:00:00,297.317099968592,50.1289870835855,58.3127278694635,0.758065462303025,8771.76871033109,4263.07959322091,366.471937420368,8.79532649808884,0.137333325147629,0.00590533298134803,0,0,,,,,9494.00780891466,4322.76787759787,455.315390992083,424.921998614979,9069.08581029968,9069.08581029968,559.19,9950,4.5,-5.4,-5.7,6,
2024-10-22 06:00:00,301.938010222647,50.6077926152017,143.469003076069,1.8650970399889,9029.09536951623,4388.14034958489,411.193527745406,9.86864466588974,0.484444444444444,0.0208311111111111,66.9358874678612,2.20888428643942,,,,,9953.11624247266,4452.71159930352,447.368591989571,555.146975265919,9331.03337973888,9397.96926720674,999.96,10388,5.6,-4.6,-5,8,
2024-10-22 07:00:00,304.204844667647,50.7016884485478,341.085754313543,4.43411480607607,8917.08631092363,4333.70394710888,342.838803723388,8.22813128936132,1.7359444321692,0.0746456105832755,1.89500000961953,0.0625350003174444,,,,,9908.84665807,4397.20506226377,443.765577771111,685.660502469101,9221.29115559128,9223.1861556009,784.62,10363,6.9,-5.5,-5.9,8,
2024-10-22 08:00:00,305.831471054289,50.6510999426185,528.216743942619,6.86681767125405,8633.87372526646,4196.0626304795,324.411005701638,7.78586413683931,34.526675843762,1.48464706128177,-6.79999971389771,-0.224399990558624,,,,,9820.05962209487,4262.62665930093,434.07339907694,887.154425488019,8939.70519632075,8932.90519660685,479.08,10302,9,-5.2,-5.7,5,
2024-10-22 09:00:00,280.448199693362,49.3988944958475,791.585735431607,10.2906145606109,8476.06633679678,4119.36823968324,160.590977768997,3.85418346645594,118.240933842378,5.08436015522223,-6.79999971389771,-0.224399990558624,,,,,9820.13218381923,4187.77189237081,426.447609256326,1070.41764704298,8756.51453649014,8749.71453677624,46.33,10264,10.9,-0.2,-1.1,7,
2024-10-22 10:00:00,274.981421989865,49.4387499256812,927.43968524509,12.0567159081862,8218.6932101705,3994.28490014286,132.589629970102,3.18215111928244,235.768832509435,10.1380597979057,-6.79999971389771,-0.224399990558624,,,,,9782.6727801711,4068.87617690336,415.926840070817,1295.79814772463,8493.67463216037,8486.87463244647,27.04,10257,13.2,3,-1.1,15,
